"","LotConfig","LandSlope","Neighborhood","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"630","Corner","Gtl","NAmes","Norm","1Fam","SLvl",6,5,1964,1964,"Gable","Plywood","Wd Sdng","BrkFace",259,"TA","TA","CBlock","TA","TA","Gd","GLQ",336,288,1248,"GasA","TA","Y","SBrkr",1350,0,0,1350,1,0,1,1,3,1,"TA",6,"Typ","TA","Attchd",1964,"RFn",2,520,"TA","Y",176,0,0,0,0,6,2008,"WD","Normal",168500
"631","Corner","Gtl","OldTown","Norm","1Fam","2Story",5,6,1880,1991,"Gable","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,636,636,"GasA","TA","Y","FuseA",1089,661,0,1750,0,0,1,0,3,1,"Ex",8,"Typ","Po","Detchd",1937,"Unf",1,240,"Po","N",0,0,293,0,0,6,2006,"WD","Abnorml",124000
"632","Inside","Gtl","NridgHt","Norm","Twnhs","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",108,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",0,1530,1554,"GasA","Ex","Y","SBrkr",1554,0,0,1554,0,0,2,0,2,1,"Gd",6,"Typ","Gd","Attchd",2006,"RFn",2,627,"TA","Y",156,73,0,0,0,8,2007,"WD","Normal",209500
"633","Inside","Gtl","NWAmes","Norm","1Fam","1Story",7,5,1977,1977,"Hip","Plywood","Plywood","BrkFace",209,"TA","Gd","CBlock","TA","TA","No","ALQ",0,564,1386,"GasA","TA","Y","SBrkr",1411,0,0,1411,0,0,2,0,3,1,"TA",6,"Typ","TA","Attchd",1977,"Fin",2,544,"TA","Y",192,0,0,0,0,4,2009,"WD","Family",82500
"634","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,7,1954,2005,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",468,108,1056,"GasA","TA","Y","SBrkr",1056,0,0,1056,0,1,1,0,3,1,"TA",6,"Typ","Fa","Attchd",1954,"Unf",1,260,"TA","Y",390,0,0,0,0,7,2007,"WD","Normal",139400
"635","Inside","Gtl","OldTown","Norm","Duplex","SFoyer",6,5,1980,1980,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",0,0,1056,"GasA","Gd","Y","SBrkr",1056,0,0,1056,2,0,0,0,0,2,"TA",4,"Typ","TA","Detchd",1980,"Unf",2,576,"TA","Y",264,56,0,0,600,6,2010,"WD","Normal",144000
"636","Inside","Gtl","SWISU","Norm","2fmCon","2.5Fin",6,7,1914,1995,"Hip","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","Fa","No","LwQ",0,1184,1440,"GasA","Ex","Y","FuseA",1440,1440,515,3395,0,0,2,0,8,2,"Fa",14,"Typ","Ex","Basment",2009,"Fin",0,0,"Po","N",0,110,0,0,0,3,2007,"WD","Abnorml",200000
"637","Inside","Gtl","BrkSide","Norm","1Fam","1Story",2,3,1936,1950,"Gable","AsbShng","AsbShng","None",0,"Fa","Fa","BrkTil","TA","Fa","No","Unf",0,264,264,"Grav","Fa","N","FuseA",800,0,0,800,0,0,1,0,1,1,"Fa",4,"Maj1","Po","Detchd",2009,"RFn",0,0,"Po","N",0,0,0,0,0,1,2009,"ConLw","Normal",60000
"638","Inside","Gtl","OldTown","Norm","2fmCon","1.5Fin",5,4,1954,1954,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,811,811,"GasA","TA","Y","FuseA",811,576,0,1387,0,0,2,0,3,2,"Gd",7,"Typ","TA","BuiltIn",1954,"Unf",1,256,"TA","Y",0,0,0,0,0,11,2009,"WD","Normal",93000
"639","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,7,1910,1950,"Gable","MetalSd","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,796,796,"GasA","Gd","Y","FuseA",796,0,0,796,0,0,1,0,2,1,"TA",4,"Typ","Po","Detchd",2008,"Unf",0,0,"Po","P",328,0,164,0,0,5,2008,"WD","Normal",85000
"640","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","Av","GLQ",0,366,1520,"GasA","Ex","Y","SBrkr",1567,0,0,1567,1,0,2,0,1,1,"Ex",7,"Typ","Gd","Attchd",2006,"Fin",3,648,"TA","Y",312,0,0,0,0,10,2006,"New","Partial",264561
"641","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story",8,5,2003,2004,"Hip","MetalSd","MetalSd","BrkFace",472,"Ex","TA","PConc","Ex","TA","Gd","GLQ",0,300,1518,"GasA","Ex","Y","SBrkr",1518,0,0,1518,0,0,1,1,1,1,"Ex",6,"Typ","Gd","Attchd",2003,"RFn",2,588,"TA","Y",185,140,0,0,0,4,2008,"WD","Normal",274000
"642","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,5,2001,2001,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,319,1057,"GasA","Ex","Y","SBrkr",1057,872,0,1929,1,0,2,1,3,1,"Gd",7,"Typ","TA","Attchd",2001,"Fin",2,650,"TA","Y",0,235,0,0,0,5,2007,"WD","Normal",226000
"643","Inside","Gtl","NAmes","Norm","1Fam","SLvl",8,7,1972,1995,"Gable","Plywood","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",0,542,1952,"GasA","Gd","Y","SBrkr",2000,704,0,2704,1,0,2,1,4,1,"Ex",9,"Typ","TA","Attchd",1972,"Fin",2,538,"TA","Y",269,111,0,0,0,7,2009,"WD","Normal",345000
"644","Inside","Gtl","NWAmes","Norm","1Fam","2Story",5,5,1969,1969,"Mansard","WdShing","HdBoard","BrkFace",263,"TA","TA","CBlock","TA","TA","No","Rec",287,0,780,"GasA","Ex","Y","SBrkr",780,840,0,1620,0,0,2,1,4,1,"TA",7,"Min1","Gd","Attchd",1969,"Fin",2,462,"TA","Y",208,0,0,0,0,4,2007,"WD","Normal",152000
"645","Inside","Gtl","Somerst","Norm","1Fam","1Story",9,5,2009,2009,"Gable","CemntBd","CmentBd","Stone",162,"Ex","TA","PConc","Ex","TA","Mn","GLQ",0,645,1766,"GasA","Ex","Y","SBrkr",1766,0,0,1766,1,0,2,1,2,1,"Ex",7,"Typ","Gd","Attchd",2009,"Fin",3,478,"TA","Y",195,130,0,0,0,10,2009,"New","Partial",370878
"646","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,5,1971,1971,"Hip","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",35,664,981,"GasA","TA","Y","SBrkr",981,0,0,981,1,0,1,1,3,1,"TA",5,"Typ","TA","Detchd",1979,"Unf",2,576,"TA","Y",0,312,40,0,0,3,2007,"WD","Normal",143250
"647","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1950,1950,"Hip","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","Po","Mn","Rec",0,0,0,"GasA","Gd","Y","SBrkr",1048,0,0,1048,0,0,1,0,3,1,"TA",7,"Min1","Gd","Detchd",1950,"Unf",2,420,"TA","Y",0,27,0,0,0,7,2008,"WD","Normal",98300
"648","Inside","Gtl","Edwards","Norm","1Fam","1Story",6,5,1953,1953,"Hip","Wd Sdng","Wd Sdng","Stone",216,"TA","TA","CBlock","TA","TA","Mn","Rec",0,594,1094,"GasA","Ex","Y","SBrkr",1094,0,0,1094,0,0,1,0,3,1,"TA",5,"Typ","Gd","Attchd",1953,"RFn",2,495,"TA","Y",0,0,0,0,0,6,2008,"WD","Normal",155000
"649","Inside","Gtl","NAmes","Norm","1Fam","2Story",6,5,1966,1966,"Gable","MetalSd","MetalSd","BrkFace",351,"TA","TA","CBlock","TA","TA","No","Unf",0,756,756,"GasA","TA","Y","SBrkr",1051,788,0,1839,0,0,1,1,4,1,"TA",7,"Typ","TA","Attchd",1966,"Unf",2,442,"TA","Y",0,124,216,0,0,6,2010,"WD","Normal",155000
"650","Inside","Gtl","MeadowV","Norm","Twnhs","SFoyer",4,6,1970,1970,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",499,0,630,"GasA","Gd","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ","TA","Detchd",2009,"Unf",0,0,"Gd","Y",0,0,0,0,0,12,2007,"WD","Normal",84500
"651","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,6,2007,2007,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,813,813,"GasA","Ex","Y","SBrkr",822,843,0,1665,0,0,2,1,3,1,"Gd",7,"Typ","Gd","Attchd",2007,"RFn",2,562,"TA","Y",0,0,0,0,0,5,2008,"WD","Normal",205950
"652","Inside","Gtl","Edwards","Norm","1Fam","2Story",4,5,1940,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","Unf",0,755,755,"GasA","TA","Y","SBrkr",755,755,0,1510,1,0,1,0,4,1,"TA",7,"Typ","Gd","Detchd",1940,"Unf",1,296,"Po","P",120,0,0,0,0,10,2009,"WD","Normal",108000
"653","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,1996,1996,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,880,880,"GasA","Ex","Y","SBrkr",909,807,0,1716,0,0,2,1,2,1,"Gd",7,"Typ","TA","Attchd",1996,"RFn",2,512,"TA","Y",0,120,0,0,0,7,2009,"WD","Normal",191000
"654","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",6,7,1906,1995,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,756,756,"GasA","Ex","Y","SBrkr",756,713,0,1469,0,0,1,0,3,1,"TA",7,"Typ","Po","Detchd",1906,"Unf",1,216,"TA","Y",57,0,239,0,0,6,2008,"WD","Normal",135000
"655","Inside","Gtl","NoRidge","Norm","1Fam","1Story",8,6,1995,1995,"Hip","MetalSd","MetalSd","BrkFace",660,"Gd","Gd","PConc","Gd","TA","Gd","GLQ",0,413,2109,"GasA","Ex","Y","SBrkr",2113,0,0,2113,1,0,2,1,2,1,"Gd",7,"Typ","TA","Attchd",1995,"Fin",3,839,"TA","Y",236,46,0,0,0,8,2008,"WD","Normal",350000
"656","Inside","Gtl","BrDale","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","HdBoard","ImStucc","BrkFace",381,"TA","TA","CBlock","TA","TA","No","Unf",0,525,525,"GasA","TA","Y","SBrkr",525,567,0,1092,0,0,1,1,3,1,"TA",6,"Typ","Po","Detchd",1971,"Unf",1,264,"TA","Y",0,0,0,0,0,3,2010,"WD","Family",88000
"657","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1959,2006,"Gable","HdBoard","HdBoard","BrkFace",54,"Gd","TA","CBlock","TA","TA","No","ALQ",0,247,1053,"GasA","Ex","Y","SBrkr",1053,0,0,1053,1,0,1,1,3,1,"Gd",5,"Typ","Fa","Attchd",1959,"RFn",1,312,"TA","Y",0,0,0,0,0,8,2008,"WD","Normal",145500
"658","Inside","Mod","Crawfor","Norm","1Fam","2Story",7,6,1931,2000,"Gable","Stucco","Wd Shng","None",0,"TA","Fa","BrkTil","Gd","TA","No","Unf",0,776,776,"GasA","TA","Y","SBrkr",851,651,0,1502,0,0,1,1,3,1,"TA",6,"Typ","Gd","Attchd",1931,"RFn",1,270,"TA","P",0,0,112,0,0,2,2008,"WD","Normal",149000
"659","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin",6,5,1948,1950,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,912,912,"GasA","TA","Y","SBrkr",912,546,0,1458,0,1,1,0,3,1,"TA",6,"Typ","Gd","Attchd",1948,"Unf",1,330,"TA","Y",192,0,0,0,0,1,2010,"WD","Abnorml",97500
"660","Corner","Gtl","Edwards","Norm","1Fam","1Story",5,7,1964,1999,"Hip","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","BLQ",0,849,1486,"GasA","Ex","Y","SBrkr",1486,0,0,1486,1,0,1,0,3,1,"TA",7,"Typ","Fa","Detchd",1968,"Fin",2,480,"TA","Y",0,0,0,0,0,3,2009,"WD","Normal",167000
"661","CulDSac","Gtl","NWAmes","Norm","1Fam","2Story",7,7,1976,1976,"Gable","Plywood","Plywood","BrkFace",233,"TA","TA","CBlock","Gd","TA","No","Unf",0,793,793,"GasA","TA","Y","SBrkr",1142,793,0,1935,0,0,2,1,3,1,"TA",7,"Typ","TA","Attchd",1976,"RFn",2,550,"TA","Y",0,113,252,0,0,11,2007,"WD","Normal",197900
"662","CulDSac","Gtl","NoRidge","Norm","1Fam","2Story",8,7,1994,2005,"Hip","VinylSd","VinylSd","BrkFace",528,"Gd","TA","PConc","Gd","Gd","No","GLQ",180,88,1629,"GasA","Ex","Y","SBrkr",1686,762,0,2448,1,0,2,1,4,1,"Gd",8,"Typ","TA","Attchd",1994,"RFn",3,711,"TA","Y",517,76,0,0,0,7,2009,"WD","Normal",402000
"663","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,3,1968,1968,"Hip","Wd Sdng","Wd Sdng","BrkFace",216,"TA","TA","CBlock","Fa","Fa","No","Unf",0,1392,1392,"GasA","Gd","Y","SBrkr",1392,0,0,1392,1,0,1,0,2,1,"TA",5,"Maj2","TA","Attchd",1968,"RFn",2,576,"TA","Y",0,0,240,0,0,7,2009,"WD","Normal",110000
"664","Inside","Gtl","Edwards","Norm","1Fam","SFoyer",4,5,1972,1972,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",180,38,1138,"GasA","TA","Y","SBrkr",1181,0,0,1181,1,0,2,0,3,1,"TA",6,"Typ","Fa","Detchd",1974,"RFn",2,588,"TA","Y",0,0,180,0,0,4,2008,"WD","Normal",137500
"665","CulDSac","Gtl","Somerst","Norm","1Fam","1Story",8,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Mn","GLQ",0,356,2077,"GasA","Ex","Y","SBrkr",2097,0,0,2097,1,0,1,1,1,1,"Ex",8,"Typ","Ex","Attchd",2005,"Fin",3,1134,"TA","Y",192,267,0,0,0,1,2006,"New","Partial",423000
"666","Corner","Gtl","Gilbert","Norm","1Fam","2Story",8,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","No","Unf",0,1406,1406,"GasA","Ex","Y","SBrkr",1454,482,0,1936,0,0,2,1,3,1,"Gd",7,"Typ","TA","Attchd",2000,"RFn",2,504,"TA","Y",188,124,0,0,0,11,2006,"WD","Normal",230500
"667","Inside","Gtl","NAmes","Norm","1Fam","2Story",6,5,1965,1979,"Flat","Plywood","Plywood","BrkCmn",113,"TA","Gd","CBlock","Gd","TA","No","LwQ",723,111,1021,"GasA","TA","Y","SBrkr",1465,915,0,2380,0,0,2,1,3,1,"TA",7,"Sev","Po","CarPort",1965,"Unf",2,596,"TA","Y",0,265,0,0,0,8,2007,"WD","Abnorml",129000
"668","Inside","Gtl","SawyerW","Norm","1Fam","1Story",6,5,1994,1998,"Gable","HdBoard","HdBoard","BrkFace",258,"TA","TA","PConc","Gd","TA","No","GLQ",0,270,1408,"GasA","Ex","Y","SBrkr",1679,0,0,1679,1,0,2,0,3,1,"Gd",7,"Typ","Fa","Attchd",1994,"RFn",2,575,"TA","Y",224,42,0,0,0,10,2008,"WD","Normal",193500
"669","Corner","Mod","Sawyer","Norm","1Fam","1Story",5,6,1956,1987,"Gable","CemntBd","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",0,200,1188,"GasA","Gd","Y","SBrkr",1437,0,0,1437,1,0,1,1,3,1,"TA",6,"Min2","TA","Detchd",1999,"Unf",2,576,"TA","Y",304,0,0,0,0,11,2006,"WD","Normal",168000
"670","Inside","Gtl","Crawfor","Norm","1Fam","1Story",4,5,1922,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,700,700,"GasA","Ex","Y","SBrkr",1180,0,0,1180,0,0,1,0,2,1,"Fa",5,"Typ","Gd","Detchd",1922,"Unf",1,252,"Fa","Y",0,0,67,0,0,7,2006,"WD","Normal",137500
"671","FR2","Gtl","CollgCr","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,545,738,"GasA","Ex","Y","SBrkr",738,738,0,1476,1,0,2,1,3,1,"Gd",7,"Typ","TA","Attchd",2005,"Fin",2,540,"TA","Y",100,35,0,0,0,2,2009,"WD","Normal",173500
"672","Inside","Gtl","Edwards","Norm","1Fam","2Story",6,6,1925,1950,"Gambrel","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",0,121,672,"GasA","TA","N","SBrkr",697,672,0,1369,1,0,2,0,3,1,"TA",6,"Typ","Fa","Detchd",1930,"Unf",1,300,"TA","Y",147,0,0,0,0,7,2009,"WD","Normal",103600
"673","Inside","Gtl","Veenker","Norm","1Fam","1Story",6,6,1977,1977,"Gable","Plywood","Plywood","None",0,"Gd","TA","CBlock","Gd","TA","No","ALQ",0,441,1208,"GasA","TA","Y","SBrkr",1208,0,0,1208,1,0,1,1,3,1,"TA",6,"Typ","TA","Attchd",1977,"RFn",2,546,"TA","Y",198,42,0,0,0,6,2006,"WD","Normal",165000
"674","Inside","Gtl","Crawfor","Norm","1Fam","1Story",6,7,1957,2004,"Hip","CemntBd","CmentBd","BrkFace",106,"TA","TA","PConc","TA","TA","No","GLQ",0,291,1477,"GasA","Ex","Y","SBrkr",1839,0,0,1839,1,0,2,0,3,1,"Gd",7,"Typ","TA","Attchd",1957,"Fin",2,416,"TA","Y",0,87,0,0,0,6,2007,"WD","Normal",257500
"675","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1965,1965,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",0,244,1136,"GasA","TA","Y","SBrkr",1136,0,0,1136,1,0,1,0,3,1,"TA",5,"Typ","Gd","Attchd",1965,"RFn",1,384,"TA","Y",426,0,0,0,0,7,2008,"WD","Normal",140000
"676","Inside","Gtl","NPkVill","Norm","Twnhs","2Story",6,6,1978,1978,"Gable","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",0,544,855,"GasA","TA","Y","SBrkr",855,586,0,1441,0,0,2,1,3,1,"TA",7,"Typ","TA","Attchd",1978,"Unf",2,440,"TA","Y",28,0,0,0,0,4,2009,"WD","Normal",148500
"677","Inside","Gtl","OldTown","Norm","1Fam","2Story",4,2,1900,1950,"Gable","AsbShng","Stucco","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,1095,1095,"GasW","Fa","N","SBrkr",1095,679,0,1774,1,0,2,0,4,2,"TA",8,"Min2","Po","2Types",1920,"Unf",3,779,"Fa","N",0,0,90,0,0,5,2006,"WD","Normal",87000
"678","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,8,1924,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,768,768,"GasA","Ex","Y","SBrkr",792,0,0,792,0,0,1,0,2,1,"Gd",5,"Typ","Fa","Detchd",1924,"Unf",1,240,"Fa","N",316,0,120,0,0,5,2009,"WD","Normal",109500
"679","Inside","Gtl","StoneBr","Norm","1Fam","1Story",8,5,2008,2008,"Hip","VinylSd","VinylSd","Stone",464,"Gd","TA","PConc","Ex","TA","Mn","Unf",0,2046,2046,"GasA","Ex","Y","SBrkr",2046,0,0,2046,0,0,2,1,3,1,"Gd",7,"Typ","Gd","Attchd",2008,"Fin",3,834,"TA","Y",322,82,0,0,0,7,2009,"New","Partial",372500
"680","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1961,1961,"Hip","Wd Sdng","Wd Sdng","BrkFace",57,"TA","TA","CBlock","TA","TA","No","Rec",0,161,988,"GasA","TA","Y","SBrkr",988,0,0,988,1,0,1,0,3,1,"TA",5,"Typ","TA","Detchd",1963,"Unf",2,572,"TA","Y",0,0,0,0,0,10,2007,"WD","Normal",128500
"681","Inside","Gtl","SawyerW","Norm","TwnhsE","1Story",6,5,1980,1980,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",119,261,923,"GasA","TA","Y","SBrkr",923,0,0,923,0,0,2,0,2,1,"TA",5,"Typ","TA","Attchd",1980,"RFn",1,264,"TA","Y",80,0,0,0,0,5,2010,"WD","Normal",143000
"682","Inside","Gtl","SWISU","Norm","1Fam","1.5Fin",5,5,1932,2000,"Gable","VinylSd","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",0,611,793,"GasA","Ex","Y","SBrkr",848,672,0,1520,0,0,1,0,3,1,"TA",6,"Typ","Gd","Detchd",1968,"Unf",1,281,"TA","Y",0,0,56,0,0,7,2009,"WD","Abnorml",159434
"683","Inside","Gtl","ClearCr","Norm","1Fam","1Story",6,5,1996,1997,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",0,288,1291,"GasA","Ex","Y","SBrkr",1291,0,0,1291,1,0,1,0,2,1,"Gd",6,"Typ","Gd","Attchd",1996,"Unf",2,431,"TA","Y",307,0,0,0,0,11,2008,"WD","Normal",173000
"684","Corner","Gtl","CollgCr","Norm","1Fam","1Story",9,5,2002,2002,"Hip","VinylSd","VinylSd","Stone",215,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,567,1626,"GasA","Ex","Y","SBrkr",1668,0,0,1668,1,0,2,0,3,1,"Gd",7,"Typ","TA","Attchd",2002,"Fin",3,702,"TA","Y",257,45,0,0,0,7,2007,"WD","Normal",285000
"685","CulDSac","Gtl","NoRidge","Norm","1Fam","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",30,"Gd","TA","PConc","Gd","TA","No","Unf",0,1195,1195,"GasA","Gd","Y","SBrkr",1195,644,0,1839,0,0,2,1,4,1,"TA",7,"Typ","Po","Attchd",1998,"Fin",2,486,"TA","Y",0,81,0,0,0,6,2010,"WD","Normal",221000
"686","CulDSac","Gtl","StoneBr","Norm","TwnhsE","2Story",7,5,1984,1984,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","CBlock","Gd","TA","Mn","GLQ",182,180,1190,"GasA","Gd","Y","SBrkr",1190,900,0,2090,1,0,2,0,3,1,"Gd",6,"Min1","TA","Attchd",1984,"Fin",2,577,"TA","Y",219,0,0,0,0,9,2007,"WD","Normal",207500
"687","Inside","Gtl","Somerst","Norm","1Fam","2Story",7,6,2007,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,874,874,"GasA","Ex","Y","SBrkr",874,887,0,1761,0,0,3,0,3,1,"Gd",7,"Typ","Gd","Attchd",2007,"Fin",2,578,"TA","Y",144,105,0,0,0,8,2007,"New","Partial",227875
"688","FR2","Gtl","Somerst","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,312,551,"GasA","Ex","Y","SBrkr",551,551,0,1102,0,0,2,1,2,1,"Gd",4,"Typ","Po","Detchd",2004,"Unf",2,480,"TA","Y",0,60,0,0,0,3,2007,"WD","Normal",148800
"689","Inside","Gtl","StoneBr","Norm","1Fam","1Story",8,6,2007,2007,"Gable","MetalSd","MetalSd","BrkFace",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",0,474,1419,"GasA","Ex","Y","SBrkr",1419,0,0,1419,1,0,2,0,2,1,"Gd",7,"Typ","Gd","Attchd",2007,"RFn",2,567,"TA","Y",140,0,0,0,0,10,2007,"New","Partial",392000
"690","Corner","Gtl","NridgHt","Norm","TwnhsE","1Story",6,5,2005,2006,"Gable","VinylSd","VinylSd","Stone",256,"Gd","TA","PConc","Gd","TA","Av","ALQ",0,1342,1362,"GasA","Ex","Y","SBrkr",1362,0,0,1362,0,0,2,0,2,1,"Gd",6,"Typ","Gd","Attchd",2005,"RFn",2,460,"TA","Y",192,28,0,0,0,6,2007,"WD","Normal",194700
"691","Inside","Gtl","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",147,"Gd","TA","PConc","Gd","TA","Gd","GLQ",0,151,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ","TA","Attchd",2004,"RFn",2,420,"TA","Y",149,0,0,0,0,5,2008,"WD","Normal",141000
"692","Corner","Gtl","NoRidge","Norm","1Fam","2Story",10,6,1994,1995,"Gable","HdBoard","HdBoard","BrkFace",1170,"Ex","TA","PConc","Ex","TA","Gd","GLQ",0,989,2444,"GasA","Ex","Y","SBrkr",2444,1872,0,4316,0,1,3,1,4,1,"Ex",10,"Typ","Ex","Attchd",1994,"Fin",3,832,"TA","Y",382,50,0,0,0,1,2007,"WD","Normal",755000
"693","Inside","Mod","Timber","Norm","1Fam","2Story",7,5,1989,1990,"Hip","MetalSd","MetalSd","BrkFace",293,"Gd","TA","PConc","Gd","TA","Gd","GLQ",0,245,1210,"GasA","Ex","Y","SBrkr",1238,1281,0,2519,1,0,2,1,4,1,"Gd",9,"Typ","Gd","Attchd",1989,"RFn",2,628,"TA","Y",320,27,0,0,0,4,2006,"WD","Normal",335000
"694","Corner","Sev","OldTown","Norm","1Fam","1Story",5,6,1921,1968,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,1073,1073,"GasA","Ex","Y","SBrkr",1073,0,0,1073,0,0,1,0,2,1,"TA",4,"Typ","Po","Detchd",1968,"Unf",1,326,"TA","Y",0,0,112,0,0,12,2006,"WD","Abnorml",108480
"695","Corner","Gtl","BrkSide","Norm","1Fam","1.5Fin",5,6,1936,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Fa","BrkTil","TA","TA","No","Unf",0,927,927,"GasA","TA","Y","SBrkr",1067,472,0,1539,0,0,1,1,3,1,"TA",5,"Typ","Ex","Detchd",1995,"Unf",2,576,"TA","Y",112,0,0,0,0,4,2009,"WD","Normal",141500
"696","Inside","Gtl","Timber","Norm","1Fam","1Story",6,6,1987,1987,"Gable","HdBoard","HdBoard","BrkFace",72,"TA","TA","CBlock","Gd","Gd","No","GLQ",40,92,1112,"GasA","Gd","Y","SBrkr",1137,0,0,1137,1,0,2,0,2,1,"Gd",5,"Typ","TA","Attchd",1987,"Unf",2,551,"TA","Y",125,0,0,0,0,7,2006,"WD","Normal",176000
